 ,0,76,6,05,0010,02,42,22,4,1830,999,184
 ,6,76,6,24,0100,06,35,04,5,1330,045,102
 ,6,76,6,25,0010,14,30,03,5,2030,020,102
 ,6,76,6,25,0010,14,31,05,5,0200,090,102
 ,6,76,6,19,0001,16,50,01,5,1900,090,105
 ,6,76,6,12,0001,32,40,25,4,9999,999,107
 ,6,76,6,24,0001,06,37,28,4,1600,240,101
 ,6,76,6,12,0010,22,44,02,5,2000,999,106
 ,6,76,6,19,0100,27,46,05,5,1930,045,006
 ,6,76,6,19,0100,22,42,05,5,1900,010,107
 ,6,76,6,12,0100,34,43,26,4,0300,540,107
 ,6,76,6,12,1000,14,43,24,4,2100,720,110
 ,6,76,6,24,1000,30,38,04,5,1400,999,110
 ,6,76,6,24,0001,22,32,02,5,1415,030,103
 ,6,76,6,24,0001,01,38,01,5,1400,120,005
 ,6,76,6,12,1000,04,42,24,4,1900,999,105
 ,6,76,6,24,0100,01,42,27,4,1500,360,102
 ,6,76,6,24,0100,28,41,01,5,2230,030,101
 ,6,76,6,19,0001,26,44,04,5,1900,120,105
 ,6,76,6,12,0001,07,41,26,4,1930,999,110
 ,6,76,6,19,0010,24,44,02,5,1900,010,999
 ,6,76,6,24,0001,04,38,22,4,2030,060,125
 ,6,76,6,24,0010,19,43,01,5,9999,999,005
 ,6,76,6,24,1000,04,43,26,4,1000,120,999
 ,6,76,6,24,0100,29,34,04,5,1500,020,101
 ,6,76,6,12,0100,07,42,25,4,0400,480,105
 ,6,76,6,19,0100,05,43,05,5,1900,015,105
 ,6,76,6,24,0100,26,34,29,4,1530,005,999
 ,6,76,6,25,1000,11,30,02,5,1700,180,105
 ,6,76,6,12,1000,36,44,26,4,0600,360,110
 ,6,76,6,24,1000,06,42,01,5,2000,030,102
 ,6,76,6,24,0001,33,42,25,4,1700,005,100
 ,6,76,6,24,0010,04,40,09,4,9999,999,105
 ,6,76,6,25,0100,25,31,02,5,1900,180,101
 ,6,76,6,24,0100,09,39,25,4,1630,005,100
 ,6,76,6,24,0010,03,37,26,4,9999,999,999
 ,6,76,6,12,0001,07,40,25,5,2030,720,108
 ,6,76,6,24,0001,22,32,02,5,1430,999,999
 ,6,76,6,24,0100,32,32,03,5,1400,010,101
 ,6,76,6,24,1000,06,34,27,4,1630,360,002
 ,6,76,6,19,0010,09,45,02,5,1800,010,003
 ,6,76,6,24,1000,16,42,01,5,2130,030,101
