 ,4,76,6,19,1000,02,50,06,5,1530,010,9999,999,9,999,3,2,9,9999,1,0025,1,50,4,1,0,9,00,0,2,9
 ,4,76,6,19,0100,02,47,03,5,1830,030,1830,090,1,254,2,2,9,9999,1,0051,0,99,4,1,1,9,00,9,9,9
 ,4,76,6,19,0010,26,37,20,4,1900,001,1900,030,1,025,1,1,9,9999,1,0305,1,00,9,9,2,9,99,0,9,9
 ,1,76,6,19,0010,15,46,02,5,1745,007,1746,015,9,999,3,2,9,9999,1,0051,1,99,4,1,0,9,00,4,9,9
 ,4,76,6,19,0100,24,44,04,5,1900,003,1900,090,1,127,1,1,9,9999,1,0305,0,99,4,1,2,9,99,3,9,9
 ,3,76,6,19,0001,18,35,21,4,1825,005,1815,020,0,055,2,2,9,9999,1,0025,0,99,1,1,0,9,99,9,1,9
 ,4,76,6,19,0001,03,50,05,5,1700,999,1700,015,1,127,4,3,9,9999,2,0000,0,99,4,3,1,9,10,4,9,9
 ,4,76,6,19,0001,07,46,04,5,1700,015,1630,060,1,317,2,1,9,9999,2,0000,1,80,8,3,0,9,00,3,2,9
 ,4,76,6,19,0100,03,50,02,5,1500,045,9999,999,9,999,2,1,9,9999,1,0305,1,80,4,1,3,9,99,0,1,9
 ,4,76,6,19,0010,09,50,05,5,1430,030,1400,360,1,508,3,2,9,9999,2,0000,0,99,4,3,0,9,99,9,9,9
 ,4,76,6,19,0001,33,49,06,5,1500,010,9999,999,9,999,4,3,9,9999,1,0000,1,20,8,9,2,9,30,4,1,9
 ,4,76,6,19,1000,26,50,05,5,1500,020,1500,045,1,127,2,2,9,9999,2,0000,0,99,4,1,1,9,00,0,2,9
 ,4,76,6,19,1000,28,43,03,5,1900,010,1900,020,1,127,1,1,9,9999,9,9999,0,99,4,1,2,9,00,9,9,9
 ,1,76,6,19,0100,16,46,01,5,1930,010,1930,070,0,081,3,2,9,9999,1,0025,1,10,4,2,1,9,99,4,9,9
 ,1,76,6,19,0001,08,34,05,5,2130,005,9999,015,1,063,1,1,9,9999,2,0000,1,99,4,1,2,9,99,0,1,9
 ,1,76,6,19,0001,06,39,17,4,1912,004,1911,010,0,063,2,9,9,9999,1,0051,9,99,4,1,1,9,99,9,1,9
 ,1,76,6,19,0001,28,47,26,4,1955,010,1955,020,0,048,2,1,9,9999,2,0000,0,99,4,1,1,9,99,9,9,9
 ,4,76,6,19,0010,04,45,03,5,1900,001,1900,010,0,154,1,1,9,9999,9,9999,1,00,9,9,2,9,00,9,9,9
 ,4,76,6,19,1000,34,45,04,5,1800,005,1800,030,1,254,1,1,9,9999,9,9999,1,00,9,9,2,9,99,9,9,9
 ,4,76,6,19,1000,32,49,07,5,1600,999,1545,090,1,127,3,2,9,9999,3,0051,1,50,4,1,0,9,25,4,2,9
 ,4,76,6,19,0001,11,46,04,5,1900,004,1855,015,9,999,1,1,9,9999,1,9999,1,00,4,9,3,9,00,4,2,9
 ,3,76,6,19,1000,24,36,20,4,9999,999,1940,610,0,050,9,9,9,9999,9,9999,1,99,9,9,9,9,99,9,9,9
 ,1,76,6,19,0100,01,46,07,5,1845,010,1840,040,9,999,3,3,9,9999,3,0038,0,99,4,2,1,9,99,0,1,9
 ,3,76,6,19,1000,36,47,28,4,1830,005,1800,060,0,002,2,2,9,9999,1,0127,0,99,3,1,0,9,00,3,9,9
 ,4,76,6,19,1000,10,50,05,5,1710,030,1700,180,1,127,4,3,9,9999,2,0000,0,99,4,3,2,9,99,4,9,9
 ,4,76,6,19,1000,36,44,04,5,2000,005,1930,060,1,063,2,2,9,9999,1,0305,0,99,4,1,2,9,99,9,9,9
 ,2,76,6,19,1000,34,70,26,4,1500,999,1400,999,1,254,3,2,9,9999,3,0003,0,99,4,3,3,9,99,9,9,9
 ,4,76,6,19,1000,33,45,05,5,1900,010,1900,045,0,317,3,3,9,9999,2,0000,1,25,4,1,2,9,25,2,9,9
 ,4,76,6,19,0100,22,49,07,5,1500,030,1500,999,1,063,5,3,9,9999,2,0000,0,99,4,3,3,9,99,0,1,9
 ,4,76,6,19,0001,25,49,07,5,1500,005,1455,015,1,127,4,3,9,9999,1,0025,0,99,1,3,0,9,99,3,1,9
 ,3,76,6,19,0100,09,46,06,5,1900,005,1848,029,0,076,2,9,9,9999,9,9999,1,00,4,9,1,9,00,9,2,9
 ,4,76,6,19,0010,13,49,02,5,1800,003,9999,999,9,999,2,2,9,9999,9,9999,1,00,4,8,0,9,99,4,1,9
 ,3,76,6,19,1000,28,45,01,5,1920,005,1920,020,9,999,2,2,9,9999,1,0051,0,99,1,2,2,9,99,9,9,9
 ,4,76,6,19,0001,35,44,04,5,1800,001,1800,150,0,083,2,1,9,9999,1,9998,1,00,4,1,1,9,99,9,9,9
 ,4,76,6,19,0100,20,45,02,5,1800,015,1800,020,1,127,2,1,9,9999,9,9999,0,99,4,1,2,9,00,9,9,9
 ,3,76,6,19,0100,17,43,04,5,1843,007,1840,023,0,053,2,1,9,9999,1,0076,0,99,4,2,2,9,00,2,9,9
 ,3,76,6,19,0001,24,44,03,5,1902,003,1900,120,0,053,1,1,9,9999,9,9999,1,00,9,9,2,9,99,9,9,9
 ,4,76,6,19,0001,09,46,03,5,1900,005,1900,060,1,254,1,1,9,9999,9,9999,1,00,9,9,2,9,00,9,9,9
 ,4,76,6,19,1000,09,49,08,5,1400,010,1400,030,1,508,2,2,9,9999,2,0000,0,99,3,3,2,9,99,4,9,9
 ,4,76,6,19,0001,35,44,03,5,1900,025,1900,045,1,127,2,2,9,9999,9,9999,1,99,4,1,2,9,99,4,9,9
 ,4,76,6,19,0100,04,50,05,5,1530,012,1525,240,1,254,5,4,9,9999,2,0000,0,99,4,1,1,9,99,4,9,9
 ,3,76,6,19,1000,31,45,04,5,1906,010,1900,020,0,254,2,1,9,9999,9,9999,0,99,4,1,2,9,99,9,1,9
 ,4,76,6,19,0001,33,44,02,5,1850,004,1850,060,1,063,1,1,9,9999,9,9999,1,00,2,9,1,9,99,8,9,9
 ,1,76,6,19,0001,04,46,04,5,1945,020,1940,065,0,381,1,1,9,9999,1,0051,1,10,1,3,1,9,99,9,2,9
 ,3,76,6,19,0100,02,45,04,5,1910,020,1830,210,0,076,2,2,9,9999,9,9999,9,99,4,9,1,9,00,3,9,9
 ,4,76,6,19,0010,09,50,06,5,1500,010,1430,030,1,063,2,2,9,9999,2,0000,0,99,4,1,1,9,00,0,1,9
 ,4,76,6,19,0100,31,45,05,5,1900,015,1850,060,1,127,3,2,9,9999,3,0025,1,75,4,1,2,9,99,9,9,9
 ,4,76,6,19,0100,17,43,05,5,1845,010,1840,025,0,081,2,1,9,9999,1,0076,0,99,4,2,2,9,99,2,1,9
 ,4,76,6,19,0001,15,46,05,5,2030,001,1900,150,1,254,1,1,9,9999,1,0305,1,00,9,3,2,9,99,0,9,9
 ,4,76,6,19,0100,16,50,02,5,1600,018,9999,999,9,999,2,1,9,9999,1,0254,1,90,9,9,3,9,00,3,1,9
 ,4,76,6,19,0010,18,49,07,5,1400,015,1400,030,9,999,2,2,9,9999,2,0000,1,99,1,2,2,9,99,0,9,9
 ,4,76,6,19,0010,28,44,04,5,1800,010,1800,030,0,076,2,2,9,9999,1,0025,1,90,3,1,1,9,99,0,9,9
 ,4,76,6,19,0001,22,50,02,5,1600,040,9999,999,9,999,2,1,9,9999,9,9999,0,99,3,1,1,9,99,1,9,9
 ,4,76,6,19,0100,17,49,07,5,1630,060,1630,999,1,127,3,3,9,9999,2,0000,0,99,4,2,1,9,99,9,9,9
 ,4,76,6,19,0100,09,44,03,5,1900,003,1900,030,1,127,2,2,9,9999,9,9999,1,99,8,2,2,9,99,3,9,9
 ,3,76,6,19,0100,11,39,18,4,1945,005,1930,030,0,076,2,2,9,9999,9,9999,0,99,4,1,2,9,00,0,9,9
 ,4,76,6,19,0010,22,47,03,5,1800,017,1800,120,1,381,2,1,9,9999,1,9999,0,99,4,1,1,9,00,9,9,9
 ,1,76,6,19,0010,07,46,04,5,1910,003,1910,040,0,248,2,2,9,9999,9,9999,0,99,1,1,1,9,99,9,9,9
 ,4,76,6,19,1000,05,46,05,5,1900,001,1900,020,1,127,2,2,9,9999,1,0381,1,00,4,1,1,9,99,9,9,9
 ,4,76,6,19,0010,14,46,03,5,1800,005,1805,065,1,508,2,1,9,9999,9,9999,1,50,4,1,1,9,00,9,9,9
 ,4,76,6,19,0010,03,46,06,5,1900,002,1900,060,9,999,1,9,9,9999,1,0305,0,99,9,9,0,9,99,4,9,9
 ,4,76,6,19,0100,01,45,03,5,1730,010,1730,060,1,254,2,2,9,9999,1,0381,0,99,4,1,2,9,99,9,9,9
 ,4,76,6,19,0001,06,46,04,5,1900,017,1845,025,1,635,3,2,9,9999,3,0013,0,99,4,9,3,9,70,0,1,9
 ,4,76,6,19,1001,13,51,03,5,1500,030,1500,030,0,304,2,2,9,9999,2,0000,1,00,4,3,3,9,00,0,1,9
 ,4,76,6,19,0001,27,45,05,5,1900,010,1845,090,0,317,3,2,9,9999,2,0000,0,99,4,1,2,9,75,0,9,9
 ,3,76,6,19,0100,18,46,04,5,1820,010,1825,125,0,304,1,1,9,9999,9,9999,9,99,4,9,1,9,99,9,9,9
 ,4,76,6,19,0010,03,50,02,5,1515,004,9999,999,9,999,1,1,9,9999,1,0381,1,00,8,8,3,9,99,2,1,9
 ,4,76,6,19,0100,30,43,03,5,1845,017,1845,040,0,127,3,2,9,9999,9,9999,0,99,4,1,2,9,99,9,9,9
 ,4,76,6,19,1000,13,44,04,5,1830,001,1830,030,9,999,2,1,9,9999,1,0457,1,00,4,1,2,9,99,9,9,9
 ,4,76,6,19,0100,06,50,05,5,1500,999,1500,360,1,127,3,3,9,9999,3,0102,0,99,2,3,2,9,99,2,9,9
 ,4,76,6,19,0100,23,50,02,5,1530,004,9999,999,9,999,1,1,9,9999,1,0610,1,00,2,9,3,9,99,9,9,9
 ,4,76,6,19,0100,35,35,21,4,1800,002,1800,002,9,999,1,1,9,9999,9,9999,1,00,9,9,2,9,99,1,1,9
 ,4,76,6,19,1000,20,44,04,5,1900,015,1900,090,9,999,1,1,9,9999,1,0152,1,00,3,1,1,9,99,9,9,9
 ,4,76,6,19,0001,12,45,03,5,1900,002,1900,015,0,101,1,1,9,9999,9,9999,1,00,9,9,2,9,00,9,9,9
 ,4,76,6,19,0001,02,46,06,5,1900,005,1900,005,9,999,2,2,9,9999,9,9999,9,99,9,9,2,9,99,3,9,9
 ,4,76,6,19,1000,19,43,03,5,1900,005,1900,030,1,063,3,3,9,9999,9,9999,1,20,4,1,2,9,00,9,9,9
 ,4,76,6,19,0001,09,44,02,5,1900,005,1900,020,1,101,2,1,9,9999,9,9999,0,99,4,1,2,9,00,9,9,9
 ,4,76,6,19,0001,09,44,04,5,1800,001,1800,120,0,076,2,2,9,9999,1,0305,0,99,3,1,0,9,99,9,9,9
 ,4,76,6,19,0100,02,43,05,5,2030,020,2030,020,0,063,2,1,9,9999,9,9999,9,99,9,2,1,9,00,2,1,9
 ,4,76,6,19,1000,21,44,04,5,1800,015,1800,120,9,999,1,1,9,9999,1,0076,0,99,4,1,0,9,99,0,9,9
 ,1,76,6,19,0001,26,47,28,4,1946,003,1950,060,1,254,3,2,9,9999,3,0038,1,30,3,2,1,9,65,0,1,9
 ,4,76,6,19,0011,25,50,05,5,1900,030,1845,180,1,508,3,2,9,9999,2,0000,1,25,1,1,1,9,99,4,1,9
 ,4,76,6,19,0001,09,49,08,5,1600,015,9999,999,9,999,2,1,9,9999,3,0020,0,99,4,9,0,9,99,9,9,9
